customer_key,customer_id,customer_number,first_name,last_name,country,marital_status,gender,birthdate,create_date
323,10323,CUS-010323,Robert,Watson,Germany,M,M,1966-04-02,2010-09-05
324,10324,CUS-010324,Grace,Long,Singapore,S,F,1977-12-13,2010-12-04
325,10325,CUS-010325,Brenda,Hernandez,Italy,M,F,1982-04-26,2011-09-29
326,10326,CUS-010326,Benjamin,Patel,Austria,,M,1965-01-08,2010-12-20
327,10327,CUS-010327,Jordan,Davis,Italy,,M,1997-11-24,2011-12-21
328,10328,CUS-010328,Kevin,Morgan,Sweden,,M,1983-12-09,2011-11-15
329,10329,CUS-010329,Lori,Thomas,United States,S,F,1977-05-17,2010-09-19
330,10330,CUS-010330,Jeremy,Murphy,Singapore,S,M,1953-08-28,2016-05-10
331,10331,CUS-010331,Arthur,Alvarez,United Kingdom,M,M,1997-09-01,2010-06-30
332,10332,CUS-010332,Ethan,Campbell,Norway,M,M,1961-01-18,2019-01-03
333,10333,CUS-010333,Ryan,Adams,Japan,S,M,1996-06-09,2019-04-07
334,10334,CUS-010334,Alan,Miller,Canada,M,M,1983-01-13,2010-10-10
335,10335,CUS-010335,Katherine,Lopez,Portugal,M,F,1973-04-10,2016-04-28
336,10336,CUS-010336,,Mitchell,South Korea,M,F,1996-09-25,2018-12-05
337,10337,CUS-010337,Michael,Robinson,Sweden,,M,1994-01-11,2010-01-06
338,10338,CUS-010338,Margaret,Clark,UAE,M,F,1976-08-02,2011-08-07
339,10339,CUS-010339,Hannah,Evans,Switzerland,S,F,1997-02-19,2011-01-27
340,10340,CUS-010340,Charles,Watson,United States,S,M,1992-03-08,2013-04-09
341,10341,CUS-010341,Elijah,Jimenez,Spain,S,M,1978-05-08,2010-11-02
342,10342,CUS-010342,Mark,Martin,United Kingdom,M,M,1978-08-11,2014-07-24
343,10343,CUS-010343,Evelyn,Flores,Portugal,S,F,1957-02-06,2019-01-21
344,10344,CUS-010344,David,Ramirez,Spain,M,M,1955-12-08,2013-12-28
345,10345,CUS-010345,Shirley,Thompson,United States,S,F,1978-09-24,2016-03-03
346,10346,CUS-010346,Ashley,Johnson,United States,M,F,1958-04-27,2014-06-29
347,10347,CUS-010347,Lawrence,Watson,Mexico,M,M,1951-02-07,2017-03-30
348,10348,CUS-010348,Ashley,Garcia,Portugal,M,F,1960-10-14,2019-03-20
349,10349,CUS-010349,Juan,Collins,Canada,S,M,1963-03-09,2013-02-20
350,10350,CUS-010350,Billy,Wood,Japan,,M,1968-08-14,2019-11-25
351,10351,CUS-010351,Heather,Moore,Belgium,M,F,1991-09-08,2017-01-27
352,10352,CUS-010352,Jerry,Long,Sweden,S,M,1984-08-12,2016-05-05
353,10353,CUS-010353,Linda,Green,Japan,M,F,1999-05-02,2019-01-26
354,10354,CUS-010354,Jacob,Lee,United Kingdom,M,M,1992-04-09,2015-12-26
355,10355,CUS-010355,Mason,Lewis,Norway,S,M,1961-03-08,2016-08-23
356,10356,CUS-010356,Sara,Brown,Sweden,,F,1986-03-19,2012-02-11
357,10357,CUS-010357,Harold,Flores,Canada,S,M,1952-02-02,2012-08-10
358,10358,CUS-010358,James,Nelson,Australia,M,M,1971-12-06,2018-12-31
359,10359,CUS-010359,Kenneth,Watson,France,M,M,1983-06-03,2014-03-11
360,10360,CUS-010360,Anthony,Baker,Italy,S,M,1958-03-24,2014-11-25
361,10361,CUS-010361,Amanda,Myers,Sweden,M,F,1992-10-27,2011-12-20
362,10362,CUS-010362,Dorothy,Thompson,United States,,F,1986-07-28,2018-08-24
363,10363,CUS-010363,Samuel,Wood,Japan,,M,1986-02-16,2011-07-31
364,10364,CUS-010364,Samantha,Perez,Germany,,F,1992-11-24,2019-12-11
365,10365,CUS-010365,Amy,Sanders,Germany,S,F,1966-02-24,2010-01-06
366,10366,CUS-010366,Brian,Evans,South Korea,S,M,1972-09-13,2011-02-20
367,10367,CUS-010367,Logan,Castillo,Japan,M,M,1978-02-26,2019-06-27
368,10368,CUS-010368,Margaret,Martinez,Netherlands,M,F,1974-03-24,2010-11-04
369,10369,CUS-010369,Frank,Brooks,New Zealand,,M,1951-07-21,2011-11-07
370,10370,CUS-010370,Anthony,Nelson,Australia,M,M,1976-12-18,2018-02-05
371,10371,CUS-010371,Nicole,Walker,United Kingdom,M,F,1975-10-18,2019-06-03
372,10372,CUS-010372,Nathan,Lopez,India,,M,1990-10-16,2012-03-28
373,10373,CUS-010373,Lisa,Rogers,United Kingdom,S,F,2000-07-16,2015-06-27
374,10374,CUS-010374,Tyler,White,Switzerland,S,M,1973-03-15,2010-07-02
375,10375,CUS-010375,Anna,Cox,United States,M,F,1998-12-22,2011-02-01
376,10376,CUS-010376,Henry,Jenkins,Japan,,M,1953-07-27,2015-11-11
377,10377,CUS-010377,Arthur,Walker,New Zealand,S,M,1955-07-28,2018-01-04
378,10378,CUS-010378,Arthur,Alvarez,France,M,M,1998-08-06,2011-11-16
379,10379,CUS-010379,Elizabeth,Collins,Germany,,F,1977-04-27,2017-01-13
380,10380,CUS-010380,Lori,Rodriguez,Germany,S,F,1985-07-18,2013-08-28
381,10381,CUS-010381,Elijah,James,UAE,S,M,1957-07-05,2011-08-31
382,10382,CUS-010382,Mark,Cox,United Kingdom,S,M,1984-06-14,2012-12-17
383,10383,CUS-010383,Ethan,Jones,Canada,S,M,1975-03-20,2016-10-29
384,10384,CUS-010384,Gregory,Sanders,Japan,M,M,1997-08-09,2014-03-06
385,10385,CUS-010385,Helen,Scott,South Korea,,F,1993-02-28,2012-07-22
386,10386,CUS-010386,Louis,Adams,Brazil,,M,1976-10-21,2011-01-01
387,10387,CUS-010387,Eugene,Ortiz,UAE,S,M,1953-09-26,2011-10-14
388,10388,CUS-010388,Andrew,Reed,United States,M,M,1962-04-27,2010-08-25
389,10389,CUS-010389,Abigail,Sanchez,Brazil,S,F,1979-09-13,2017-02-15
390,10390,CUS-010390,Catherine,Ortiz,Poland,M,F,1980-10-18,2013-12-03
391,10391,CUS-010391,Tiffany,Sanders,Germany,S,F,1951-07-02,2011-10-30
392,10392,CUS-010392,Laura,Mendoza,Japan,,F,1963-05-21,2014-08-05
393,10393,CUS-010393,Ethan,Taylor,Canada,,M,1950-04-09,2016-10-27
394,10394,CUS-010394,Kelly,Carter,Sweden,S,F,1966-04-15,2013-05-22
395,10395,CUS-010395,Lawrence,Wilson,United States,,M,1992-06-18,2017-04-05
396,10396,CUS-010396,Walter,Rodriguez,Netherlands,S,M,1990-06-28,2013-02-08
397,10397,CUS-010397,Deborah,Martin,UAE,M,F,1953-10-13,2017-05-29
398,10398,CUS-010398,Logan,Morgan,India,S,M,1976-07-13,2018-04-06
399,10399,CUS-010399,Ronald,Baker,Japan,,M,1984-11-26,2015-05-03
400,10400,CUS-010400,Brandon,Perez,Canada,S,M,1956-08-05,2018-04-23
401,10401,CUS-010401,Danielle,Nelson,Germany,M,F,1972-04-24,2019-10-10
402,10402,CUS-010402,Catherine,King,India,S,F,1957-08-02,2019-09-19
403,10403,CUS-010403,Charles,Rogers,Australia,,M,1957-11-13,2015-12-11
404,10404,CUS-010404,Kimberly,Sanchez,Netherlands,S,F,1986-08-05,2013-07-19
405,10405,CUS-010405,Noah,Nelson,Canada,S,M,1990-01-01,2015-01-26
406,10406,CUS-010406,Teresa,Lee,South Korea,M,F,1958-10-14,2017-02-07
407,10407,CUS-010407,Tyler,Smith,United States,,M,1962-12-12,2010-02-27
408,10408,CUS-010408,Ronald,Williams,United States,,M,1996-04-08,2017-10-11
409,10409,CUS-010409,Tyler,Cooper,Italy,M,M,1954-01-10,2013-04-06
410,10410,CUS-010410,Frank,Edwards,United Kingdom,S,M,1981-06-25,2012-02-11
411,10411,CUS-010411,Robert,Robinson,Japan,,M,1958-04-24,2010-03-31
412,10412,CUS-010412,Virginia,Ruiz,United States,S,F,1990-05-25,2015-12-31
413,10413,CUS-010413,Albert,Wilson,United States,M,M,1994-02-14,2014-12-25
414,10414,CUS-010414,Elijah,Martin,Australia,,M,1993-11-01,2013-05-18
415,10415,CUS-010415,Jonathan,James,United Kingdom,S,M,1956-09-24,2016-12-05
416,10416,CUS-010416,Jeremy,Sanchez,Australia,S,M,1983-04-12,2017-11-21
417,10417,CUS-010417,Jeremy,Clark,New Zealand,S,M,1965-01-01,2017-07-14
418,10418,CUS-010418,Willie,Morgan,France,M,M,1999-09-03,2018-02-11
419,10419,CUS-010419,Lauren,Nguyen,Mexico,S,F,1953-02-27,2011-12-17
420,10420,CUS-010420,,Green,Austria,,F,1957-02-28,2018-07-03
421,10421,CUS-010421,Denise,Mendoza,Canada,S,F,1972-08-20,2013-01-03
422,10422,CUS-010422,Melissa,Anderson,Denmark,S,F,1979-05-27,2014-04-29
423,10423,CUS-010423,Logan,Perez,United Kingdom,M,M,1994-12-02,2019-06-21
424,10424,CUS-010424,Walter,Cox,Poland,M,M,1989-07-25,2014-01-08
425,10425,CUS-010425,Frances,Ortiz,United Kingdom,S,F,1978-01-03,2012-12-07
426,10426,CUS-010426,Philip,Powell,Japan,,M,1971-09-17,2017-09-20
427,10427,CUS-010427,Frances,Hall,Norway,M,F,1985-10-02,2010-02-17
428,10428,CUS-010428,Jeremy,Perez,Germany,S,M,1970-04-11,2013-02-13
429,10429,CUS-010429,Jose,Walker,Germany,S,M,1978-10-15,2010-12-27
430,10430,CUS-010430,Jeremy,Powell,United States,M,M,1975-07-02,2016-04-01
431,10431,CUS-010431,Billy,Gray,Italy,,M,1985-04-21,2017-07-13
432,10432,CUS-010432,Ryan,Murphy,Netherlands,,M,1999-10-20,2015-04-22
433,10433,CUS-010433,Donald,Gonzalez,Japan,M,M,1971-06-27,2017-02-08
434,10434,CUS-010434,Dennis,Patel,United Kingdom,M,M,1960-08-05,2019-03-21
435,10435,CUS-010435,Eric,Wood,Australia,M,M,1957-07-07,2015-02-16
436,10436,CUS-010436,Margaret,Jenkins,Belgium,M,F,1990-11-19,2011-05-20
437,10437,CUS-010437,Christian,Moore,South Korea,M,M,1983-12-02,2016-03-16
438,10438,CUS-010438,Keith,Thompson,Canada,,M,1958-02-13,2017-05-17
439,10439,CUS-010439,Tyler,Parker,Japan,S,M,1975-06-10,2015-01-29
440,10440,CUS-010440,Elijah,Powell,Singapore,S,M,1994-09-28,2013-07-09
441,10441,CUS-010441,Stephanie,Clark,India,,F,1972-11-05,2017-12-19
442,10442,CUS-010442,Harold,Sanders,Spain,,M,1957-06-18,2015-05-22
443,10443,CUS-010443,Alan,Powell,India,S,M,1950-09-04,2010-04-14
444,10444,CUS-010444,Edward,Wright,Canada,S,M,1993-05-05,2019-06-01
445,10445,CUS-010445,Kayla,Howard,United States,S,F,1978-02-20,2019-09-26
446,10446,CUS-010446,Tiffany,Mendoza,Norway,M,F,1982-12-10,2017-10-09
447,10447,CUS-010447,Adam,Castillo,Spain,,M,1953-01-24,2012-10-26
448,10448,CUS-010448,Ryan,Gray,Switzerland,,M,1984-12-20,2012-03-15
449,10449,CUS-010449,Evelyn,Thompson,Germany,M,F,1961-12-17,2011-05-04
450,10450,CUS-010450,Stephen,Taylor,Canada,,M,1966-01-11,2015-03-26
451,10451,CUS-010451,Katherine,Brooks,United States,,F,1989-11-10,2015-07-03
452,10452,CUS-010452,Randy,Green,UAE,M,M,1961-09-03,2018-10-26
453,10453,CUS-010453,Jose,Lopez,Sweden,M,M,1963-11-11,2013-09-18
454,10454,CUS-010454,Terry,Rogers,United States,M,M,1992-06-15,2012-09-11
455,10455,CUS-010455,Nicholas,Garcia,Spain,S,M,2000-02-13,2012-11-16
456,10456,CUS-010456,Philip,Mitchell,Singapore,,M,1978-08-02,2013-04-29
457,10457,CUS-010457,Daniel,Gonzalez,Canada,,M,1984-01-21,2010-09-26
458,10458,CUS-010458,Danielle,Collins,United Kingdom,M,F,1984-12-24,2018-09-11
459,10459,CUS-010459,Russell,Castillo,France,M,M,1979-12-11,2010-06-05
460,10460,CUS-010460,Kathryn,Martinez,Japan,S,F,1976-07-15,2017-01-25
461,10461,CUS-010461,Alan,Thomas,United States,,M,1996-10-03,2018-06-24
462,10462,CUS-010462,Patrick,Cooper,United Kingdom,S,M,2000-11-10,2016-10-20
463,10463,CUS-010463,Jerry,Turner,United States,S,M,1960-09-08,2011-07-13
464,10464,CUS-010464,Scott,Gray,France,S,M,1993-12-21,2014-03-09
465,10465,CUS-010465,Kenneth,Thomas,United States,M,M,1986-10-13,2016-01-10
466,10466,CUS-010466,Tiffany,Jimenez,Sweden,M,F,1976-11-28,2015-10-01
467,10467,CUS-010467,Eric,Harris,United Kingdom,M,M,1992-10-28,2010-08-11
468,10468,CUS-010468,Kyle,Mendoza,Germany,S,M,1992-02-09,2011-02-07
469,10469,CUS-010469,Carolyn,Taylor,Japan,M,F,1968-10-03,2012-03-03
470,10470,CUS-010470,Albert,Flores,France,,M,1986-06-26,2013-07-19
471,10471,CUS-010471,Amy,Lewis,Austria,S,F,1973-03-22,2018-03-22
472,10472,CUS-010472,Patrick,Flores,South Korea,,M,1956-03-21,2016-10-20
473,10473,CUS-010473,Ann,Sanchez,Mexico,,F,1990-02-24,2010-11-05
474,10474,CUS-010474,Lawrence,Richardson,Denmark,,M,1963-01-18,2012-12-03
475,10475,CUS-010475,Logan,Martin,Switzerland,S,M,1964-10-24,2019-08-12
476,10476,CUS-010476,Matthew,Turner,Switzerland,,M,1950-11-08,2019-07-06
477,10477,CUS-010477,Kayla,Peterson,United Kingdom,S,F,1960-03-19,2016-05-06
478,10478,CUS-010478,Patrick,Garcia,Japan,S,M,1964-02-09,2014-02-22
479,10479,CUS-010479,Jack,Roberts,New Zealand,S,M,1952-01-21,2013-08-20
480,10480,CUS-010480,Alexis,King,Canada,S,F,1991-07-12,2016-08-04
481,10481,CUS-010481,Eric,Carter,Japan,,M,1975-06-27,2019-09-25
482,10482,CUS-010482,James,Cooper,United Kingdom,S,M,1960-04-03,2015-10-09
483,10483,CUS-010483,Michelle,Campbell,United Kingdom,,F,1964-07-26,2013-09-14
484,10484,CUS-010484,Walter,Clark,Canada,,M,1976-01-08,2010-06-26
485,10485,CUS-010485,Grace,Peterson,United States,,F,1959-01-06,2012-11-23
486,10486,CUS-010486,Jesse,Cox,United States,,M,1996-11-27,2013-03-07
487,10487,CUS-010487,Ethan,Gutierrez,Canada,M,M,1976-10-05,2018-11-29
488,10488,CUS-010488,Albert,Peterson,Mexico,M,M,1996-11-11,2015-02-01
489,10489,CUS-010489,Tyler,Taylor,United Kingdom,M,M,1962-09-28,2015-08-28
490,10490,CUS-010490,Anthony,Thompson,New Zealand,,M,1988-01-26,2015-12-17
491,10491,CUS-010491,Albert,Taylor,United States,,M,1991-07-17,2014-09-20
492,10492,CUS-010492,Nathan,Robinson,New Zealand,S,M,1972-10-26,2018-04-25
493,10493,CUS-010493,Anthony,Collins,United Kingdom,S,M,1980-04-28,2010-12-10
494,10494,CUS-010494,,Harris,United States,,M,1997-01-19,2015-11-11
495,10495,CUS-010495,Brittany,Green,Belgium,S,F,1956-03-14,2017-04-22
496,10496,CUS-010496,Nathan,Cox,Switzerland,,M,1967-11-13,2018-06-20
497,10497,CUS-010497,Walter,Thompson,Switzerland,,M,1985-08-09,2013-06-10
498,10498,CUS-010498,Eugene,Moore,United Kingdom,,M,1964-08-26,2017-11-04
499,10499,CUS-010499,Jose,Baker,United States,M,M,1974-11-01,2019-01-08
500,10500,CUS-010500,Harry,Lopez,Germany,S,M,1964-06-03,2016-10-30
